time,battery_pct,event,sleep_s
2025-11-25 22:16:17.501814,99.97888888888889,0,50
2025-11-25 22:16:27.501814,99.95777777777778,0,50
2025-11-25 22:16:37.501814,99.93666666666667,0,50
2025-11-25 22:16:47.501814,99.91555555555556,0,50
2025-11-25 22:16:57.501814,99.89444444444445,0,50
2025-11-25 22:17:07.501814,99.87333333333333,0,50
2025-11-25 22:17:17.501814,99.85222222222222,0,50
2025-11-25 22:17:27.501814,99.83111111111111,0,50
2025-11-25 22:17:37.501814,99.80541291291291,1,50
2025-11-25 22:17:47.501814,99.7843018018018,0,50
2025-11-25 22:17:57.501814,99.76319069069069,0,50
2025-11-25 22:18:07.501814,99.74207957957958,0,50
2025-11-25 22:18:17.501814,99.72096846846847,0,50
2025-11-25 22:18:27.501814,99.69985735735736,0,50
2025-11-25 22:18:37.501814,99.67874624624625,0,50
2025-11-25 22:18:47.501814,99.65763513513514,0,50
2025-11-25 22:18:57.501814,99.63652402402403,0,50
2025-11-25 22:19:07.501814,99.61541291291293,0,50
2025-11-25 22:19:17.501814,99.5943018018018,0,50
2025-11-25 22:19:27.501814,99.57319069069071,0,50
2025-11-25 22:19:37.501814,99.55207957957958,0,50
2025-11-25 22:19:47.501814,99.53096846846849,0,50
2025-11-25 22:19:57.501814,99.50985735735736,0,50
2025-11-25 22:20:07.501814,99.48874624624627,0,50
2025-11-25 22:20:17.501814,99.46763513513514,0,50
2025-11-25 22:20:27.501814,99.44652402402404,0,50
2025-11-25 22:20:37.501814,99.42541291291292,0,50
2025-11-25 22:20:47.501814,99.40430180180182,0,50
2025-11-25 22:20:57.501814,99.3831906906907,0,50
2025-11-25 22:21:07.501814,99.3620795795796,0,50
2025-11-25 22:21:17.501814,99.34096846846849,0,50
2025-11-25 22:21:27.501814,99.31985735735738,0,50
2025-11-25 22:21:37.501814,99.29874624624627,0,50
2025-11-25 22:21:47.501814,99.27763513513516,0,50
2025-11-25 22:21:57.501814,99.25652402402405,0,50
2025-11-25 22:22:07.501814,99.23541291291293,0,50
2025-11-25 22:22:17.501814,99.21430180180182,0,50
2025-11-25 22:22:27.501814,99.19319069069071,0,50
2025-11-25 22:22:37.501814,99.1720795795796,0,50
2025-11-25 22:22:47.501814,99.15096846846849,0,50
2025-11-25 22:22:57.501814,99.12527027027029,1,50
2025-11-25 22:23:07.501814,99.09957207207208,1,50
2025-11-25 22:23:17.501814,99.07387387387388,1,50
2025-11-25 22:23:27.501814,99.04817567567568,1,50
2025-11-25 22:23:37.501814,99.02247747747748,1,50
2025-11-25 22:23:47.501814,98.99677927927927,1,50
2025-11-25 22:23:57.501814,98.97108108108107,1,50
2025-11-25 22:24:07.501814,98.94538288288287,1,50
2025-11-25 22:24:17.501814,98.91968468468465,1,50
2025-11-25 22:24:27.501814,98.89398648648647,1,50
2025-11-25 22:24:37.501814,98.86828828828826,1,50
2025-11-25 22:24:47.501814,98.84717717717714,0,50
2025-11-25 22:24:57.501814,98.82606606606603,0,50
2025-11-25 22:25:07.501814,98.80495495495492,0,50
2025-11-25 22:25:17.501814,98.78384384384381,0,50
2025-11-25 22:25:27.501814,98.7627327327327,0,50
2025-11-25 22:25:37.501814,98.74162162162159,0,50
2025-11-25 22:25:47.501814,98.72051051051048,0,50
2025-11-25 22:25:57.501814,98.69939939939938,0,50
2025-11-25 22:26:07.501814,98.67828828828826,0,50
2025-11-25 22:26:17.501814,98.65717717717716,0,50
2025-11-25 22:26:27.501814,98.63606606606604,0,50
2025-11-25 22:26:37.501814,98.61495495495494,0,50
2025-11-25 22:26:47.501814,98.58925675675673,1,50
2025-11-25 22:26:57.501814,98.56355855855853,1,50
2025-11-25 22:27:07.501814,98.53786036036031,1,50
2025-11-25 22:27:17.501814,98.51216216216213,1,50
2025-11-25 22:27:27.501814,98.48646396396391,1,50
2025-11-25 22:27:37.501814,98.46076576576571,1,50
2025-11-25 22:27:47.501814,98.43506756756751,1,50
2025-11-25 22:27:57.501814,98.4139564564564,0,50
2025-11-25 22:28:07.501814,98.3928453453453,0,50
2025-11-25 22:28:17.501814,98.37173423423418,0,50
2025-11-25 22:28:27.501814,98.35062312312307,0,50
2025-11-25 22:28:37.501814,98.32951201201196,0,50
2025-11-25 22:28:47.501814,98.30840090090085,0,50
2025-11-25 22:28:57.501814,98.28728978978974,0,50
2025-11-25 22:29:07.501814,98.26617867867863,0,50
2025-11-25 22:29:17.501814,98.24506756756752,0,50
2025-11-25 22:29:27.501814,98.2239564564564,0,50
2025-11-25 22:29:37.501814,98.2028453453453,0,50
2025-11-25 22:29:47.501814,98.1771471471471,1,50
2025-11-25 22:29:57.501814,98.1514489489489,1,50
2025-11-25 22:30:07.501814,98.12575075075068,1,50
2025-11-25 22:30:17.501814,98.10005255255248,1,50
2025-11-25 22:30:27.501814,98.07894144144137,0,50
2025-11-25 22:30:37.501814,98.05783033033026,0,50
2025-11-25 22:30:47.501814,98.03671921921915,0,50
2025-11-25 22:30:57.501814,98.01560810810804,0,50
2025-11-25 22:31:07.501814,97.99449699699693,0,50
2025-11-25 22:31:17.501814,97.97338588588582,0,50
2025-11-25 22:31:27.501814,97.95227477477471,0,50
2025-11-25 22:31:37.501814,97.9311636636636,0,50
2025-11-25 22:31:47.501814,97.91005255255249,0,50
2025-11-25 22:31:57.501814,97.88894144144137,0,50
2025-11-25 22:32:07.501814,97.86324324324318,1,50
2025-11-25 22:32:17.501814,97.84213213213206,0,50
2025-11-25 22:32:27.501814,97.82102102102095,0,50
2025-11-25 22:32:37.501814,97.79990990990984,0,50
2025-11-25 22:32:47.501814,97.77879879879873,0,50
2025-11-25 22:32:57.501814,97.75768768768762,0,50
2025-11-25 22:33:07.501814,97.73657657657651,0,50
2025-11-25 22:33:17.501814,97.7154654654654,0,50
2025-11-25 22:33:27.501814,97.69435435435429,0,50
2025-11-25 22:33:37.501814,97.67324324324318,0,50
2025-11-25 22:33:47.501814,97.65213213213208,0,50
2025-11-25 22:33:57.501814,97.63102102102096,0,50
2025-11-25 22:34:07.501814,97.60990990990986,0,50
2025-11-25 22:34:17.501814,97.58879879879873,0,50
2025-11-25 22:34:27.501814,97.56768768768764,0,50
2025-11-25 22:34:37.501814,97.54657657657651,0,50
2025-11-25 22:34:47.501814,97.52546546546542,0,50
2025-11-25 22:34:57.501814,97.50435435435429,0,50
2025-11-25 22:35:07.501814,97.47865615615609,1,50
2025-11-25 22:35:17.501814,97.45295795795789,1,50
2025-11-25 22:35:27.501814,97.42725975975969,1,50
2025-11-25 22:35:37.501814,97.40614864864858,0,50
2025-11-25 22:35:47.501814,97.38503753753747,0,50
2025-11-25 22:35:57.501814,97.36392642642636,0,50
2025-11-25 22:36:07.501814,97.34281531531525,0,50
2025-11-25 22:36:17.501814,97.32170420420414,0,50
2025-11-25 22:36:27.501814,97.30059309309303,0,50
2025-11-25 22:36:37.501814,97.27948198198192,0,50
2025-11-25 22:36:47.501814,97.2583708708708,0,50
2025-11-25 22:36:57.501814,97.2372597597597,0,50
2025-11-25 22:37:07.501814,97.21614864864858,0,50
2025-11-25 22:37:17.501814,97.19503753753747,0,50
2025-11-25 22:37:27.501814,97.17392642642636,0,50
2025-11-25 22:37:37.501814,97.15281531531525,0,50
2025-11-25 22:37:47.501814,97.13170420420414,0,50
2025-11-25 22:37:57.501814,97.11059309309303,0,50
2025-11-25 22:38:07.501814,97.08948198198193,0,50
2025-11-25 22:38:17.501814,97.06837087087081,0,50
2025-11-25 22:38:27.501814,97.04725975975971,0,50
2025-11-25 22:38:37.501814,97.02614864864859,0,50
2025-11-25 22:38:47.501814,97.00503753753749,0,50
2025-11-25 22:38:57.501814,96.98392642642636,0,50
2025-11-25 22:39:07.501814,96.96281531531527,0,50
2025-11-25 22:39:17.501814,96.94170420420414,0,50
2025-11-25 22:39:27.501814,96.92059309309305,0,50
2025-11-25 22:39:37.501814,96.89948198198192,0,50
2025-11-25 22:39:47.501814,96.87837087087082,0,50
2025-11-25 22:39:57.501814,96.8572597597597,0,50
2025-11-25 22:40:07.501814,96.8361486486486,0,50
2025-11-25 22:40:17.501814,96.81503753753748,0,50
2025-11-25 22:40:27.501814,96.79392642642638,0,50
